id,subject,chapter,topic,question,optionA,optionB,optionC,optionD,answer,explanation
chem_org_010,Chemistry,Organic Chemistry,Reactions,Conversion of alcohol to aldehyde is?,Reduction,Oxidation,Hydrolysis,Neutralization,B,Oxidation forms aldehyde Common trap: picking a value close to the correct one without applying the formula.
bio_cell_001,Biology,Cell Biology,Organelles,Lysosomes are also called?,Suicidal bags,Energy house,Protein factory,Control center,A,Contain hydrolytic enzymes Common trap: picking a value close to the correct one without applying the formula.
bio_cell_002,Biology,Cell Biology,Organelles,DNA replication occurs in?,Mitochondria,Nucleus,Ribosome,Golgi,B,Occurs in nucleus Common trap: picking a value close to the correct one without applying the formula.
bio_cell_003,Biology,Cell Biology,Membrane,Fluid mosaic model describes?,Cell wall,Plasma membrane,Nucleus,Chloroplast,B,Membrane model Common trap: picking a value close to the correct one without applying the formula.
bio_cell_004,Biology,Cell Biology,Organelles,Chloroplast contains?,DNA,RNA,Ribosomes,All,D,"Chloroplast has DNA, RNA, ribosomes Common trap: picking a value close to the correct one without applying the formula."
bio_cell_005,Biology,Cell Biology,Cytoplasm,Site of glycolysis?,Nucleus,Cytoplasm,Chloroplast,Mitochondria,B,Glycolysis in cytoplasm Common trap: picking a value close to the correct one without applying the formula.
bio_cell_006,Biology,Cell Biology,Organelles,Rough ER has?,Ribosomes,Lysosomes,Mitochondria,Chloroplast,A,RER has ribosomes Common trap: picking a value close to the correct one without applying the formula.
bio_cell_007,Biology,Cell Biology,Division,Spindle fibers form in?,Prophase,Metaphase,Anaphase,Telophase,A,Spindle forms in prophase Common trap: picking a value close to the correct one without applying the formula.
bio_cell_008,Biology,Cell Biology,Division,Chromosomes align at equator in?,Prophase,Metaphase,Anaphase,Telophase,B,Metaphase Common trap: picking a value close to the correct one without applying the formula.
bio_cell_009,Biology,Cell Biology,Division,Separation of sister chromatids in?,Prophase,Metaphase,Anaphase,Telophase,C,Anaphase Common trap: picking a value close to the correct one without applying the formula.
bio_cell_010,Biology,Cell Biology,Division,Nuclear envelope reforms in?,Prophase,Metaphase,Anaphase,Telophase,D,Telophase Common trap: picking a value close to the correct one without applying the formula.
bio_gen_001,Biology,Genetics,Mendel,Law of segregation means?,Alleles separate,Alleles mix,Genes duplicate,Genes mutate,A,Alleles segregate during gamete formation Common trap: picking a value close to the correct one without applying the formula.
bio_gen_002,Biology,Genetics,Mendel,F2 monohybrid genotypic ratio?,01:02:01,3:1,9:3:3:1,1:1:A,01:02:01,None Common trap: picking a value close to the correct one without applying the formula.
bio_gen_003,Biology,Genetics,DNA,DNA is made of?,Amino acids,Nucleotides,Lipids,Sugars,B,DNA= nucleotides Common trap: picking a value close to the correct one without applying the formula.
bio_gen_004,Biology,Genetics,DNA,Backbone of DNA is?,Base pairs,Phosphate-sugar,Amino acids,Nucleotides,B,Sugar-phosphate backbone Common trap: picking a value close to the correct one without applying the formula.
bio_gen_005,Biology,Genetics,RNA,Uracil is present in?,DNA,RNA,Protein,Enzyme,B,Uracil in RNA Common trap: picking a value close to the correct one without applying the formula.
bio_gen_006,Biology,Genetics,DNA,Double helix model proposed by?,Darwin,Watson & Crick,Mendel,Franklin,B,Watson & Crick Common trap: picking a value close to the correct one without applying the formula.
bio_gen_007,Biology,Genetics,DNA,Complement of ATGC is?,TACG,TGCA,GCAT,CATG,B,Base pairing Common trap: picking a value close to the correct one without applying the formula.
bio_gen_008,Biology,Genetics,Protein synthesis,Process of mRNA formation?,Translation,Replication,Transcription,Splicing,C,Transcription Common trap: picking a value close to the correct one without applying the formula.
bio_gen_009,Biology,Genetics,Protein synthesis,Process of protein synthesis?,Translation,Replication,Transcription,Mutation,A,Translation Common trap: picking a value close to the correct one without applying the formula.
bio_gen_010,Biology,Genetics,Chromosomes,Human chromosomes number?,23,44,46,48,C,46 (23 pairs) Common trap: picking a value close to the correct one without applying the formula.
bio_phys_001,Biology,Human Physiology,Circulatory,Chamber pumping blood to lungs?,RA,RV,LA,LV,B,Right ventricle Common trap: picking a value close to the correct one without applying the formula.
bio_phys_002,Biology,Human Physiology,Respiratory,Gas exchange occurs in?,Bronchi,Alveoli,Trachea,Bronchioles,B,Alveoli Common trap: picking a value close to the correct one without applying the formula.
bio_phys_003,Biology,Human Physiology,Excretion,Basic unit of kidney?,Neuron,Nephron,Glomerulus,Ureter,B,Nephron Common trap: picking a value close to the correct one without applying the formula.
bio_phys_004,Biology,Human Physiology,Digestion,Protein digestion begins in?,Mouth,Stomach,Small intestine,Large intestine,B,Stomach Common trap: picking a value close to the correct one without applying the formula.
bio_phys_005,Biology,Human Physiology,Nervous,Functional unit of nervous system?,Neuron,Brain,Spinal cord,Nerve,A,Neuron Common trap: picking a value close to the correct one without applying the formula.
bio_phys_006,Biology,Human Physiology,Respiratory,Main gas stimulating breathing?,O₂,N₂,CO₂,H₂,C,CO₂ Common trap: picking a value close to the correct one without applying the formula.
bio_phys_007,Biology,Human Physiology,Endocrine,Hormone secreted by pancreas?,Insulin,Adrenaline,Thyroxine,Estrogen,A,Insulin Common trap: picking a value close to the correct one without applying the formula.
bio_phys_008,Biology,Human Physiology,Reproductive,Fertilization normally occurs in?,Ovary,Oviduct,Uterus,Vagina,B,Oviduct Common trap: picking a value close to the correct one without applying the formula.
bio_phys_009,Biology,Human Physiology,Circulatory,Normal human BP is?,80/120,120/90,120/80,140/90,C,120/80 mmHg Common trap: picking a value close to the correct one without applying the formula.
bio_phys_010,Biology,Human Physiology,Senses,Rods in eye are for?,Color,Dim light,Sharp vision,Reflexes,B,Rods sense dim light Common trap: picking a value close to the correct one without applying the formula.
bio_eco_001,Biology,Ecology,Population,Study of interactions among organisms?,Ecology,Biology,Zoology,Botany,A,Definition Common trap: picking a value close to the correct one without applying the formula.
bio_eco_002,Biology,Ecology,Biomes,Tropical rainforest has?,High rainfall,Low rainfall,Moderate,Desert,A,High rainfall Common trap: picking a value close to the correct one without applying the formula.
bio_eco_003,Biology,Ecology,Energy flow,Main energy source for ecosystem?,Wind,Sun,Water,Soil,B,Sunlight Common trap: picking a value close to the correct one without applying the formula.
bio_eco_004,Biology,Ecology,Food chain,Producers are?,Plants,Animals,Fungi,Bacteria,A,Plants produce Common trap: picking a value close to the correct one without applying the formula.
bio_eco_005,Biology,Ecology,Pollution,Main gas in greenhouse effect?,O₂,N₂,CO₂,H₂,C,CO₂ causes global warming Common trap: picking a value close to the correct one without applying the formula.
bio_eco_006,Biology,Ecology,Conservation,Biosphere reserve example in Nepal?,Sagarmatha,Lumbini,Chitwan,Janakpur,C,Chitwan National Park Common trap: picking a value close to the correct one without applying the formula.
bio_eco_007,Biology,Ecology,Biodiversity,Richest biodiversity found in?,Tropical,Temperate,Polar,Desert,A,Tropical Common trap: picking a value close to the correct one without applying the formula.
bio_eco_008,Biology,Ecology,Energy flow,Pyramid of energy is always?,Upright,Inverted,Irregular,Variable,A,Always upright Common trap: picking a value close to the correct one without applying the formula.
bio_eco_009,Biology,Ecology,Cycles,Nitrogen fixation by?,Bacteria,Fungi,Algae,Plants,A,Rhizobium bacteria Common trap: picking a value close to the correct one without applying the formula.
bio_eco_010,Biology,Ecology,Pollution,DDT accumulation is called?,Acid rain,Eutrophication,Bio-magnification,Deforestation,C,Increase across food chain Common trap: picking a value close to the correct one without applying the formula.
phy_wave_001,Physics,Waves,Sound,"If frequency is 200 Hz and wavelength is 1.7 m, velocity of wave?",200 m/s,250 m/s,340 m/s,400 m/s,C,v=fλ=200×1.7=340 m/s Common trap: picking a value close to the correct one without applying the formula.
phy_wave_002,Physics,Waves,Sound,Speed of sound is maximum in?,Air,Water,Iron,Vacuum,C,Speed increases with density and elasticity Common trap: picking a value close to the correct one without applying the formula.
phy_wave_003,Physics,Waves,Oscillations,Time period of pendulum depends on?,Mass,Length,Amplitude,Material,B,"T=2π√(L/g), depends on length Common trap: picking a value close to the correct one without applying the formula."
phy_wave_004,Physics,Waves,Resonance,Resonance occurs when?,f_applied=f_natural,f_applied>f_natural,f_applied<f_natural,No relation,A,Maximum amplitude when frequencies match Common trap: picking a value close to the correct one without applying the formula.
phy_wave_005,Physics,Waves,Doppler Effect,A source moves towards observer. Observed frequency?,Decreases,Increases,Remains same,Doubles,B,Approach increases apparent frequency Common trap: picking a value close to the correct one without applying the formula.
phy_wave_007,Physics,Waves,Oscillations,Which is SHM?,Projectile,Earth revolution,Pendulum (small angle),Uniform motion,C,Small angle pendulum executes SHM Common trap: picking a value close to the correct one without applying the formula.
phy_wave_008,Physics,Waves,Resonance,Tacoma bridge collapse was due to?,Resonance,Friction,Turbulence,Earthquake,A,Resonance phenomenon Common trap: picking a value close to the correct one without applying the formula.
phy_wave_009,Physics,Waves,Interference,Bright fringes in Young’s double slit due to?,Destructive interference,Constructive interference,Diffraction,Refraction,B,Constructive gives maxima Common trap: picking a value close to the correct one without applying the formula.
phy_wave_010,Physics,Waves,Sound,Decibel is unit of?,Loudness,Pitch,Frequency,Velocity,A,dB measures sound intensity/loudness Common trap: picking a value close to the correct one without applying the formula.
phy_opt_001,Physics,Optics,Lenses,"A convex lens of f=20 cm, object at 40 cm. Image distance?",10 cm,20 cm,40 cm,60 cm,B,1/f=1/v–1/u → 1/20=1/v–1/40 → v=40 cm Common trap: picking a value close to the correct one without applying the formula.
phy_opt_002,Physics,Optics,Lenses,Convex lens produces real inverted image when?,Object at 2F,Object beyond F,Object inside F,Object at infinity,B,"For u>f, convex lens gives real inverted Common trap: picking a value close to the correct one without applying the formula."
phy_opt_003,Physics,Optics,Mirrors,Image formed by plane mirror is?,Real,Inverted,Virtual,Variable,C,"Plane mirror → virtual, upright Common trap: picking a value close to the correct one without applying the formula."
phy_opt_004,Physics,Optics,Mirrors,Focal length of concave mirror is 20 cm. Object at 40 cm. Image at?,10 cm,20 cm,30 cm,40 cm,B,Mirror formula → v=40 cm Common trap: picking a value close to the correct one without applying the formula.
phy_opt_005,Physics,Optics,Refraction,Refractive index of water is 4/3. Speed of light inside?,2.25×10⁸,2.5×10⁸,3.0×10⁸,1.5×10⁸,A,v=c/n=3×10⁸/(4/3)=2.25×10⁸ Common trap: picking a value close to the correct one without applying the formula.
phy_opt_006,Physics,Optics,Refraction,Critical angle occurs when?,Refraction stops,Light bends away,Angle of incidence >90°,r=90°,D,Critical angle at which r=90° Common trap: picking a value close to the correct one without applying the formula.
phy_opt_007,Physics,Optics,Optical instruments,Power of lens is reciprocal of?,Focal length,Radius,Thickness,Curvature,A,P=1/f (in m) Common trap: picking a value close to the correct one without applying the formula.
phy_opt_008,Physics,Optics,Optical instruments,Which lens corrects myopia?,Convex,Concave,Cylindrical,Plano,B,Concave lens diverges rays Common trap: picking a value close to the correct one without applying the formula.
phy_opt_009,Physics,Optics,Dispersion,Splitting of white light in prism is due to?,Reflection,Refraction,Dispersion,Diffration,C,Different λ refract differently Common trap: picking a value close to the correct one without applying the formula.
phy_opt_010,Physics,Optics,Mirrors,Magnification of plane mirror is?,0,1,>1,<1,B,Always 1 Common trap: picking a value close to the correct one without applying the formula.
chem_phy_011,Chemistry,Physical Chemistry,Thermochemistry,Heat of neutralization is?,Heat absorbed,Heat released,Always –57 kJ/mol,Zero,C,Neutralization releases fixed heat Common trap: picking a value close to the correct one without applying the formula.
chem_phy_012,Chemistry,Physical Chemistry,Colligative,Freezing point of solution is?,Higher,Lower,Same,Variable,B,Freezing point depression occurs Common trap: picking a value close to the correct one without applying the formula.
chem_phy_013,Chemistry,Physical Chemistry,Gas Laws,"At constant P, V∝T is?",Boyle’s law,Charles’ law,Avogadro’s law,Henry’s law,B,Charles’ law Common trap: picking a value close to the correct one without applying the formula.
